genres,original_language,production_countries,release_date,runtime,title,production_companies_name,year,période
"Family, Comedy, Action, Crime",en,"AU, US",2001-03-02,94,See Spot Run,"Spot Pictures, Village Roadshow Pictures, NPV Entertainment, Robert Simonds Productions, Warner Bros. Pictures",2001,2000-2010
"Comedy, Drama, Romance",en,US,2007-05-11,97,I Could Never Be Your Woman,"I Could Never Ltd., Scott Rudin Productions, Bauer Martinez Studios",2007,2000-2010
"Horror, Thriller, Mystery",en,"DE, GB",2004-08-10,85,Creep,"UK Film Council, Zero Film GmbH, Dan Films, Filmstiftung NRW",2004,2000-2010
Thriller,es,ES,2011-09-21,114,No Rest for the Wicked,Telecinco Cinema,2011,>2010
"Drama, Thriller, Crime, Romance",en,"FR, GB",2003-09-26,93,Young Adam,Recorded Picture Company,2003,2000-2010
Drama,en,US,2017-06-23,93,The Beguiled,"FR Productions, American Zoetrope",2017,>2010
"Horror, Science Fiction",en,"CA, DE, US",2012-01-13,112,The Divide,"Instinctive Film, Preferred Content, Julijette, The Ink Connection, BR Group, MFM",2012,>2010
"Action, Drama, Thriller",en,US,2011-09-02,105,Seeking Justice,"Endgame Entertainment, Maguire Entertainment, Aura Film Partnership, Fierce Entertainment, Material Pictures, Ram Bergman Productions",2011,>2010
"Horror, Western",en,US,2008-09-09,96,The Burrowers,Blue Star Pictures,2008,2000-2010
"Family, TV Movie, Comedy",en,US,1999-12-12,85,Switching Goals,"Dualstar Productions, Warner Bros. Television",1999,1990-2000
"Romance, Comedy",en,US,2005-07-21,98,Must Love Dogs,"Ubu Productions, Team Todd, Warner Bros. Pictures",2005,2000-2010
"Action, Thriller, Crime",en,US,2009-03-19,108,12 Rounds,"The Mark Gordon Company, Midnight Sun Pictures, Fox Atomic, WWE Studios",2009,2000-2010
"Comedy, Horror",en,US,1995-07-04,94,Leprechaun 3,Trimark Pictures,1995,1990-2000
"Comedy, Crime, Thriller",en,US,1996-09-06,88,Curdled,"Tinderbox Films, Miramax",1996,1990-2000
"Drama, Romance, Thriller",en,US,2015-02-11,125,Fifty Shades of Grey,"Focus Features, Michael De Luca Productions, Trigger Street Productions",2015,>2010
"Comedy, Drama, Family",en,US,2008-11-11,87,The Clique,"Alloy Entertainment, Bankable Productions, Warner Premiere",2008,2000-2010
"Horror, Thriller",en,US,2013-03-09,86,No One Lives,"Pathe, WWE Studios, Milk & Media, Constance Media",2013,>2010
Comedy,it,IT,2014-01-09,90,Sapore di te,Medusa Film,2014,>2010
"Action, Crime",en,US,1985-05-03,101,Code of Silence,"Raymond Wagner Productions, Orion Pictures",1985,1970-1990
Drama,it,IT,2010-09-10,118,The Solitude of Prime Numbers,Offside,2010,>2010
"Comedy, Horror, Fantasy",en,US,2007-10-01,86,My Name Is Bruce,"Dark Horse Entertainment, Image Entertainment",2007,2000-2010
"Thriller, Mystery, Science Fiction",de,CH,2009-09-24,120,Cargo,"Centauri Media, Teleclub, Ascot Elite Entertainment Group, Atlantis Pictures, Telepool, Egli Film, SRF",2009,2000-2010
"Comedy, Drama",en,US,1983-07-22,98,Class,Orion Pictures,1983,1970-1990
"Comedy, Romance",en,US,2011-12-08,118,New Year's Eve,New Line Cinema,2011,>2010
"Comedy, Documentary",en,US,2005-01-20,89,The Aristocrats,Mighty Cheese Productions,2005,2000-2010
"TV Movie, Drama, Family, Science Fiction, Fantasy",en,US,1999-06-26,82,Smart House,Alan Sacks Productions,1999,1990-2000
"Drama, Comedy, Romance",it,IT,2003-02-11,125,"Remember Me, My Love","Fandango, Medusa Film, Tele+, Vice Versa Film",2003,2000-2010
"Crime, Thriller, Comedy, Mystery",en,US,2010-03-01,108,Ca$h,"Immortal Thoughts, Three Good Men",2010,>2010
Action,en,US,2009-04-24,105,Fighting,"Paramount, Universal Pictures, Rogue Pictures",2009,2000-2010
"Comedy, Drama, Romance",en,US,2008-09-06,103,"New York, I Love You",Vivendi Entertainment,2008,2000-2010
"Animation, Family, Comedy",en,US,2005-11-04,81,Chicken Little,"Walt Disney Pictures, Walt Disney Feature Animation",2005,2000-2010
"Action, Adventure, Science Fiction",en,"US, AU",1989-10-19,100,The Blood of Heroes,"Handistom Investment, Kings Road Entertainment, Kamisha Corporation",1989,1970-1990
Comedy,en,US,2005-07-22,113,Bad News Bears,"Media Talent Group, Detour Filmproduction",2005,2000-2010
"Mystery, Horror, Thriller",ru,RU,2017-01-19,90,The Bride,Focus Plus Cinema,2017,>2010
Drama,en,US,2015-06-13,86,The Girl in the Book,Varient Busted Buggy Entertainmen,2015,>2010
"Fantasy, Action, Adventure",en,"CA, GB, US",2016-06-29,109,The Legend of Tarzan,"Village Roadshow Pictures, Dark Horse Entertainment, Beagle Pug Films, Jerry Weintraub Productions, RatPac Entertainment, Riche Productions, Warner Bros. Pictures",2016,>2010
Comedy,fr,FR,2019-01-30,99,Serial (Bad) Weddings 2,"Les Films du 24, TF1 Films Production, Les Films du Premier",2019,>2010
Comedy,it,IT,1990-10-28,90,The Comics,"Cecchi Gori Group Tiger Cinematografica, Maura International Films, Penta Film",1990,1990-2000
"Adventure, Science Fiction, Action, Horror",en,"CZ, DE, GB, US",2004-08-12,101,AVP: Alien vs. Predator,"Revolution Sun Studios, Impact Pictures, Studio Babelsberg, Davis Entertainment, Stillking Films, Brandywine Productions, Lonlink Productions, Kut Productions, Inside Track Films, Charenton Productions Limited, 20th Century Fox",2004,2000-2010
"Action, Thriller",fr,"FR, BE",2016-10-19,93,Scribe,24 25 Films,2016,>2010
"Comedy, Romance",en,US,2014-09-26,94,Playing It Cool,"Wonderland Sound and Vision, Voltage Pictures",2014,>2010
"Drama, Romance",en,"CA, ES",2003-03-07,106,My Life Without Me,"El Deseo, Milestone Productions",2003,2000-2010
"Comedy, Drama",en,US,2017-12-05,92,F*&% the Prom,"Fine Brothers Entertainment, Big Block Media Holdings, FBE",2017,>2010
"Drama, Thriller",en,US,2017-03-06,100,Unforgettable,Di Novi Pictures,2017,>2010
Comedy,it,IT,1999-02-12,86,Bagnomaria,Cecchi Gori Group Fin.Ma.Vi,1999,1990-2000
"Thriller, Horror",sv,SE,2021-02-11,86,Red Dot,"Film i Dalarna, SF Studios",2021,>2010
"Comedy, Drama, Romance",en,US,2010-03-26,107,Greenberg,"Scott Rudin Productions, Twins Financing",2010,>2010
"Drama, Action, Crime, Science Fiction",en,CA,2011-04-22,89,Repeaters,"Rampart Films, Raven West Films, Resonance Films",2011,>2010
"Comedy, Romance, Fantasy",pt,BR,2021-12-26,90,Lulli,A Fábrica,2021,>2010
"Science Fiction, Action, Drama, Thriller",en,US,1997-04-25,104,Volcano,"20th Century Fox, Fox 2000 Pictures, Donner/Shuler-Donner Productions",1997,1990-2000
Comedy,it,IT,2017-02-23,102,Ignorance Is Bliss,"Italian International Film, RAI Cinema",2017,>2010
"Thriller, Crime, Drama, Mystery",en,"GB, US",2017-10-26,105,Suburbicon,"Huahua Media, Dark Castle Entertainment, Silver Pictures, Black Bear Pictures, Smoke House Pictures",2017,>2010
Comedy,en,US,2001-11-21,89,Out Cold,"""The Donners Company"", Spyglass Entertainment, Touchstone Pictures, Epsilon Motion Pictures",2001,2000-2010
"Fantasy, Action, Thriller, Crime, Science Fiction, Mystery",fr,FR,2001-09-18,98,Vidocq,"RF2K Productions, StudioCanal, TF1 Films Production, Lionsgate",2001,2000-2010
"Comedy, Crime",en,US,2017-08-04,92,68 Kill,"Snowfort Pictures, Alliance Media Partners",2017,>2010
"Comedy, Family",en,"US, ZA",2005-01-06,102,Racing Stripes,Alcon Entertainment,2005,2000-2010
"Comedy, Romance",en,GB,2010-07-14,111,Tamara Drewe,"Ruby Films, BBC Film, Notting Hill Films, UK Film Council, WestEnd Films",2010,>2010
"Horror, Mystery, Thriller",en,US,2004-10-22,92,The Grudge,"Vertigo Entertainment, Ghost House Pictures, Fellah Pictures, Senator International, Columbia Pictures",2004,2000-2010
Comedy,en,US,2014-06-03,86,Jackass Presents: Bad Grandpa .5,MTV Films,2014,>2010
"Comedy, Science Fiction",en,US,2020-10-02,93,Save Yourselves!,Washington Square Films,2020,>2010
"Action, Horror",en,US,2019-09-21,92,VFW,"Fangoria Films, Channel 83 Films, Media Finance Capital, Good Wizard, Voltage Pictures",2019,>2010
"Action, Adventure, Crime",en,"GB, US",2013-03-15,99,Welcome to the Punch,"Worldview Entertainment, Between The Eyes, Automatik Entertainment, IM Global, Scott Free Productions",2013,>2010
"Action, Horror, Crime, Thriller",en,US,2007-01-19,84,The Hitcher,"Intrepid Pictures, Platinum Dunes, Focus Features",2007,2000-2010
"Family, Comedy",en,"DE, GB, US",2006-04-28,99,RV,"RV Camping Productions Ltd., Columbia Pictures, Relativity Media, Intermedia Films, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Red Wagon Entertainment",2006,2000-2010
"Adventure, Family",en,CA,1996-08-14,109,Alaska,"Castle Rock Entertainment, Fuchs/Burg",1996,1990-2000
"Comedy, Drama, Romance",en,US,2011-09-13,96,"Peace, Love & Misunderstanding",Atlas Film,2011,>2010
"Adventure, Action, Animation",en,US,2007-11-05,115,Beowulf,"Paramount, Shangri-La Entertainment, ImageMovers",2007,2000-2010
"Action, Crime, Thriller",en,"GB, PR",2014-04-04,108,In the Blood,"20th Century Fox Home Entertainment, Anchor Bay Films, Lleju Productions, Movie Package Company (MPC), Verso Entertainment, MICA Entertainment, The Way We Roll Productions, Pimienta, Derby Street Films, ITB Productions",2014,>2010
Comedy,it,IT,1999-12-17,109,Tutti gli uomini del deficiente,"Palomar, Medusa Film",1999,1990-2000
"Action, Adventure, Drama",en,US,1997-05-12,92,Robinson Crusoe,Miramax,1997,1990-2000
Comedy,en,CA,1979-06-28,92,Meatballs,"Canadian Film Development Corporation (CFDC), Famous Players, Haliburton Films",1979,1970-1990
"Comedy, Crime, Thriller",en,"GB, US",2001-09-06,93,Birthday Girl,"HAL Films, Mirage Enterprises, Film4 Productions",2001,2000-2010
Comedy,fr,FR,2020-07-14,108,Divorce Club,"Radar Films, SND",2020,>2010
"Drama, History",en,"ID, MY, SG, GB",1999-06-25,101,Rogue Trader,"Newmarket Capital Group, Granada Productions",1999,1990-2000
"Drama, Thriller, Crime",en,US,2021-08-20,108,Flag Day,"Wonderful Films, Clyde Is Hungry Films, Olive Hill Media, Metro-Goldwyn-Mayer",2021,>2010
"Drama, Action, Crime",fr,FR,2008-10-01,90,Go Fast,"Sofica EuropaCorp, Avalanche Productions, Canal+, EuropaCorp",2008,2000-2010
"Horror, Science Fiction, Thriller",en,US,2008-02-22,103,The Signal,"Pop Films, Shoreline Entertainment",2008,2000-2010
"Action, Horror, Science Fiction",en,US,2016-04-16,120,Daylight's End,"Carolina Film Works, Indigo Pictures, Throttle Films",2016,>2010
"Comedy, Drama, Thriller",pl,PL,2020-12-28,95,All My Friends Are Dead,Aurum Film,2020,>2010
Comedy,it,IT,2017-02-14,98,Mom or Dad?,"Wildside, Medusa Film",2017,>2010
"Comedy, Drama, Romance",en,US,2009-09-07,90,Solitary Man,"Paul Schiff Productions, Smartest Man Productions, Millennium Films",2009,2000-2010
"Action, Comedy",en,US,2020-11-13,98,Chick Fight,Yale Productions,2020,>2010
"Western, Drama, Action",en,US,2019-03-08,100,The Kid,"Suretone Pictures, Mimran Schur Pictures",2019,>2010
"Animation, Comedy, Family",en,US,2013-10-30,91,Free Birds,"Reel FX Creative Studios, Relativity Media",2013,>2010
"Action, Thriller, Crime",en,"BG, US",2007-01-19,101,Until Death,"Nu Image, Millennium Films, Signature Entertainment, bellpark, Euroimage EOOD, Absolut Film Management, M7 Productions",2007,2000-2010
"Comedy, Family",en,US,1994-12-19,95,Ri¢hie Ri¢h,"Davis Entertainment, Silver Pictures, Warner Bros. Pictures",1994,1990-2000
Drama,en,US,2018-05-01,95,Girl Lost,Leslin Films,2018,>2010
"Thriller, Mystery",en,"GB, US, RU",2013-02-27,100,The Dyatlov Pass Incident,"Non-Stop Productions, Future Films, Midnight Sun Pictures, Aldamisa Entertainment, Kjam Media",2013,>2010
"Romance, Comedy, Drama",en,US,2007-04-16,97,In the Land of Women,"Castle Rock Entertainment, Anonymous Content, Land Films Inc.",2007,2000-2010
"Adventure, Fantasy, Action, Thriller",en,"DE, JP, GB, US",2001-06-11,100,Lara Croft: Tomb Raider,"Paramount, Mutual Film Company, Lawrence Gordon Productions, Marubeni, Eidos Interactive, BBC Film, KFP Produktions, Tele München Fernseh Produktionsgesellschaft (TMG), TOHO-TOWA",2001,2000-2010
"Comedy, Drama",fr,"BE, FR",2020-10-08,98,Dear Mother,"Trésor Films, 2L Productions, StudioCanal, Artémis Productions, France 2 Cinéma, RTBF, VOO, Proximus, Canal+, Ciné+, France Télévisions, Shelter Prod, Taxshelter. be",2020,>2010
"Animation, Fantasy, Adventure, Comedy",de,DE,2006-07-20,103,Hui Buh: The Castle Ghost,"Rat Pack Filmproduktion, Medienfonds GFP, Constantin Film",2006,2000-2010
"Thriller, Action, Drama",en,US,2018-12-07,117,Asher,"Mensch Productions, Wing and a Prayer Pictures, LINK Entertainment, Bullet Pictures, XYZ Films",2018,>2010
"Comedy, Crime, Drama",en,CA,2010-09-16,108,Casino Jack,"Vortex Words Pictures, An Olive Branch Productions, Bagman (2009), Hannibal Pictures, MCG, Rollercoaster Entertainment, Trigger Street Productions",2010,>2010
"Action, Adventure, Thriller",fr,"BE, FR, HK",2011-02-16,119,Largo Winch II,"Wild Bunch, TF1 Films Production, Pan-Européenne, Climax Films, CNC, MEDIA Programme of the European Union, Canal+, October Pictures, Casa Kafka Pictures, Araneo",2011,>2010
"Thriller, Action, Drama",en,US,2010-09-01,118,Bunraku,"Picturesque Films, Outpost Studios, Snoot Entertainment, Ram Bergman Productions",2010,>2010
"Action, Comedy, Crime",en,US,1994-05-24,105,Beverly Hills Cop III,"Paramount, Eddie Murphy Productions",1994,1990-2000
Comedy,it,IT,2015-01-02,105,Si accettano miracoli,"Cattleya, RAI Cinema",2015,>2010
"Comedy, Action, Crime",en,US,2018-03-08,111,Gringo,"Denver and Delilah Productions, Annapurna Pictures, Blue-Tongue Films, Amazon Studios, Picrow, STX Entertainment",2018,>2010
"Comedy, Drama",fr,"BE, FR",2019-05-29,95,Venice Calling,"France 2 Cinéma, SCOPE Pictures, StudioCanal",2019,>2010
"Action, Animation, Family",en,US,2015-05-12,78,Batman Unlimited: Animal Instincts,"Warner Bros. Animation, DC Entertainment, DC Comics",2015,>2010
Comedy,en,US,1975-04-02,106,Supervixens,RM Films International,1975,1970-1990
Horror,en,"CA, GB, US",2015-08-19,97,Sinister 2,"Tank Caterpillar, Blumhouse Productions, Alliance Films, Automatik Entertainment, Entertainment One, IM Global, Steady Aim, Gramercy Pictures",2015,>2010
"Comedy, Drama",en,US,2017-06-09,83,Beatriz at Dinner,"Killer Films, Bron Studios, Roadside Attractions, FilmNation Entertainment",2017,>2010
Comedy,it,IT,2019-03-28,96,Welcome Back Mr. President,Vision Distribution,2019,>2010
"Comedy, Thriller",en,US,1996-11-07,92,Head Above Water,"Tig Productions, Majestic Films International, Fine Line Features",1996,1990-2000
"Adventure, Animation, Comedy, Family",en,"CA, US",2006-08-04,87,Everyone's Hero,"Dan Krech Productions, IDT Entertainment, Arc Productions, 20th Century Fox",2006,2000-2010
"Comedy, Drama",en,US,2012-08-31,85,"For a Good Time, Call...",AdScott Pictures,2012,>2010
"Comedy, Drama, Crime",en,"NL, US",2003-09-05,98,Party Monster,ContentFilm,2003,2000-2010
"Adventure, Fantasy, Action",en,US,2010-03-31,106,Clash of the Titans,"The Zanuck Company, Legendary Pictures, Thunder Road, Moving Picture Company, Warner Bros. Pictures",2010,>2010
"Horror, Drama, Thriller",en,"BE, IE, US",2020-04-03,97,The Other Lamb,"Rumble Films, Subotica Entertainment, Zentropa Belgium, uMedia",2020,>2010
"Adventure, Drama, Horror",en,AU,2007-06-01,90,Black Water,"ProdigyMovies, Australian Film Commission, Territorial Film Developments (TFD), Mysterious Light",2007,2000-2010
"Drama, Thriller",es,"AR, FR, ES",2017-08-17,114,The Summit,"K & S Films, La Unión de los Ríos, Mod Producciones, Maneki Films, ARTE France Cinéma, Movistar+, Telefe",2017,>2010
"Mystery, Thriller, Horror",en,US,2018-10-01,95,Cam,"Divide / Conquer, Gunpowder & Sky, Blumhouse Productions",2018,>2010
Horror,en,US,1982-08-13,95,Friday the 13th Part III,"Jason Productions, Georgetown Productions Inc., Paramount",1982,1970-1990
"Action, Adventure, Comedy, Drama, Mystery",en,"DE, ES, GB, US",2005-04-06,124,Sahara,"Paramount, Bristol Bay Productions, Baldwin Entertainment Group, Desertlands Entertainment, Mace Neufeld Productions, Kanzaman Productions, J.K. Livin Productions, Moguletta, Sahara Productions, Babelsberg Film",2005,2000-2010
"Thriller, Action, Mystery",en,US,2011-09-22,106,Abduction,"Vertigo Entertainment, Gotham Group, Tailor Made, Mango Farms, Quick Six Entertainment, Lionsgate",2011,>2010
"Adventure, Comedy, Family",en,US,2006-12-12,80,Air Buddies,"Keystone Family Pictures, Key Pix Productions",2006,2000-2010
"Drama, Mystery, Romance, Thriller",en,"JP, GB",2019-11-01,107,Earthquake Bird,"Scott Free Productions, Twenty First City",2019,>2010
Action,en,"GB, US",2018-06-05,96,The Debt Collector,"Tarzana Productions, Cohesive Entertainment Group (CEG), Compound B",2018,>2010
"Action, Crime, Drama, Thriller",en,US,1990-01-18,120,The Rookie,"Malpaso Productions, Warner Bros. Pictures",1990,1990-2000
"Drama, Thriller, Crime",en,"DK, FR, SE, US",2013-05-30,90,Only God Forgives,"Wild Bunch, A Grand Elephant, Bold Films, Gaumont, Film i Väst",2013,>2010
"Action, Fantasy, Horror",de,DE,2008-09-07,120,Krabat,"Krabat Filmproduktion, Claussen+Wöbke Filmproduktion, SevenPictures Film, B.A. Filmproduktion",2008,2000-2010
"Thriller, Action, Drama",fr,FR,2021-03-05,80,Sentinelle,Labyrinthe Films,2021,>2010
"Romance, Drama, Action",en,US,1983-05-13,100,Breathless,"Orion Pictures, Breathless Associates, Miko Productions",1983,1970-1990
"Action, Thriller, Crime",en,US,2015-09-11,90,12 Rounds 3: Lockdown,WWE Studios,2015,>2010
"Comedy, Drama",en,"US, GR",2014-05-07,109,Listen Up Philip,"Faliro House Productions, Sailor Bear, Washington Square Films, Tribeca Film",2014,>2010
"Horror, Fantasy, Science Fiction",en,US,1942-03-13,67,The Ghost of Frankenstein,Universal Pictures,1942,<1950
Drama,en,US,2014-05-09,88,God's Pocket,"Shoestring Pictures, Park Pictures Features, ""Coopers Town Productions""",2014,>2010
"Horror, Thriller",en,US,2013-09-02,99,The Sacrament,"Worldview Entertainment, Arcade Pictures",2013,>2010
"Romance, Comedy, Drama",fr,"FR, IT",1988-10-05,100,The Student,"Cecchi Gori Group Tiger Cinematografica, Gaumont Production, Reteitalia, TF1 Films Production",1988,1970-1990
"Science Fiction, Thriller",en,US,2021-12-17,111,Mother/Android,"Miramax, 6th & Idaho",2021,>2010
"Adventure, Horror, Action, Science Fiction",ja,"JP, US",2008-10-03,110,Tokyo Gore Police,"Nikkatsu Corporation, Fever Dreams",2008,2000-2010
"Comedy, Crime",en,US,2020-11-12,105,The Comeback Trail,"Cloudburst Entertainment, Alla Prima Productions, Don Kee Productions, Ingenious Media, Living the Dream Films, Lucky 13 Productions, March On Productions, Rapid Farms Productions, Scoring Berlin, Sprockefeller Pictures, StoryBoard Media",2020,>2010
"Comedy, Drama, Family",en,US,1994-08-26,96,Camp Nowhere,Hollywood Pictures,1994,1990-2000
"Thriller, Horror",en,US,1984-11-09,79,"Silent Night, Deadly Night",Slayride,1984,1970-1990
Comedy,en,US,2011-09-04,90,Butter,"Michael De Luca Productions, Vandalia Films",2011,>2010
"Crime, Thriller, Action, Drama",fr,FR,2020-10-30,116,Rogue City,Gaumont,2020,>2010
"Comedy, Drama",en,US,2007-11-16,91,Margot at the Wedding,"Scott Rudin Productions, Paramount Vantage",2007,2000-2010
"Horror, Thriller, Mystery",no,"DK, NO",2022-11-18,97,Viking Wolf,"Filmkameratene, REinvent Studios",2022,>2010
"Comedy, Crime, Mystery",en,US,2018-04-19,100,Super Troopers 2,"Broken Lizard Industries, Cataland Films, ""Needles Eye Productions"", Fox Searchlight Pictures",2018,>2010
Thriller,fr,FR,2016-11-16,99,In the Shadow of Iris,"WY Productions, France 2 Cinéma, Nexus Factory",2016,>2010
"Drama, Thriller",en,"FR, DE, IL, US",2019-07-24,120,The Operative,"Black Bear Pictures, Le Pacte, Spiro Films, Neue Bioskop Film",2019,>2010
"Comedy, Romance",fr,FR,2012-10-29,104,A Perfect Plan,"Quad Productions, TF1 Films Production",2012,>2010
"Action, Horror, Thriller",fr,FR,2010-02-10,98,The Horde,"Le Pacte, Capture The Flag Films, Coficup, Canal+, CinéCinéma",2010,>2010
"Drama, Thriller, Action",en,CA,2013-06-30,99,Assault on Wall Street,"Lynn Peak Productions, Studio West Productions(VCC)",2013,>2010
"Drama, Science Fiction",en,CA,2016-06-03,101,Into the Forest,"Rhombus Media, Bron Studios",2016,>2010
Comedy,fr,FR,2018-08-22,92,Tricky Old Dogs,,2018,>2010
"Comedy, Drama",en,US,2004-01-20,106,Barbershop 2: Back in Business,"Metro-Goldwyn-Mayer, Cube Vision",2004,2000-2010
